Streaming output truncated to the last 5000 lines.
raw_id: 17624, bleu_score: 0.832038
12/03/2020 18:47:39 [INFO] model: loading parameter [query_encoder_lstm_backward_lstm_p8]
12/03/2020 18:47:39 [INFO] model: loading parameter [query_encoder_lstm_backward_lstm_p9]
12/03/2020 18:47:39 [INFO] model: loading parameter [query_encoder_lstm_backward_lstm_p10]
12/03/2020 18:47:39 [INFO] model: loading parameter [query_encoder_lstm_backward_lstm_p11]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p0]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p1]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p2]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p3]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p4]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p5]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p6]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p7]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p8]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p9]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p10]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p11]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p12]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p13]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p14]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p15]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p16]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p17]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p18]
12/03/2020 18:47:39 [INFO] model: loading parameter [decoder_lstm_p19]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p20]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p21]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p22]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p23]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p24]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p25]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p26]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p27]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p28]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p29]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p30]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p31]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p32]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_lstm_p33]
12/03/2020 18:47:40 [INFO] model: loading parameter [PointerNet_Dense1_input_W]
12/03/2020 18:47:40 [INFO] model: loading parameter [PointerNet_Dense1_input_b]
12/03/2020 18:47:40 [INFO] model: loading parameter [PointerNet_Dense1_h_W]
12/03/2020 18:47:40 [INFO] model: loading parameter [PointerNet_Dense1_h_b]
12/03/2020 18:47:40 [INFO] model: loading parameter [PointerNet_Dense2_W]
12/03/2020 18:47:40 [INFO] model: loading parameter [PointerNet_Dense2_b]
12/03/2020 18:47:40 [INFO] model: loading parameter [terminal_gen_softmax_W]
12/03/2020 18:47:40 [INFO] model: loading parameter [terminal_gen_softmax_b]
12/03/2020 18:47:40 [INFO] model: loading parameter [rule_embedding_W]
12/03/2020 18:47:40 [INFO] model: loading parameter [rule_embedding_b]
12/03/2020 18:47:40 [INFO] model: loading parameter [node_embed]
12/03/2020 18:47:40 [INFO] model: loading parameter [vocab_embedding_W]
12/03/2020 18:47:40 [INFO] model: loading parameter [vocab_embedding_b]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_hidden_state_W_rule_W]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_hidden_state_W_rule_b]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_hidden_state_W_token_W]
12/03/2020 18:47:40 [INFO] model: loading parameter [decoder_hidden_state_W_token_b]
12/03/2020 18:47:40 [INFO] decoder: decoding [test_data] set, num. examples: 1801
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17009, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 159, in decode_tree_to_python_ast
    ast_tree = parse_tree_to_python_ast(decode_tree)
  File "/content/NL2code/lang/py/parse.py", line 126, in parse_tree_to_python_ast
    field_value = parse_tree_to_python_ast(child_node.children[0])
  File "/content/NL2code/lang/py/parse.py", line 85, in parse_tree_to_python_ast
    ast_node = node_type()
TypeError: 'str' object is not callable
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17012, beam pos: 2
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'piece'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17016, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'pos'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17024, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'lists'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17037, beam pos: 1
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'last'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17043, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'six'
------------------------------------------------------------
50 examples so far ...
100 examples so far ...
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17130, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'shift'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17134, beam pos: 9
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'shift'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17138, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'shift'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17140, beam pos: 4
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'shift'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17141, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'X'
------------------------------------------------------------
150 examples so far ...
200 examples so far ...
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17214, beam pos: 4
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17245, beam pos: 1
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17245, beam pos: 2
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17245, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
250 examples so far ...
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17252, beam pos: 1
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17252, beam pos: 2
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17252, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17254, beam pos: 4
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17255, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17256, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17257, beam pos: 4
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17258, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17261, beam pos: 1
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17261, beam pos: 2
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17261, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '__name__'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17279, beam pos: 4
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '_STR:0_'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17280, beam pos: 6
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '_STR:0_'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17282, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '_STR:0_'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17290, beam pos: 4
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '_STR:0_'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17291, beam pos: 4
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '_STR:0_'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17293, beam pos: 5
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '_STR:0_'
------------------------------------------------------------
300 examples so far ...
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17344, beam pos: 4
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '_STR:1_'
------------------------------------------------------------
350 examples so far ...
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17364, beam pos: 3
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'StringIO'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17377, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'int'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17381, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'frame'
------------------------------------------------------------
400 examples so far ...
450 examples so far ...
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17484, beam pos: 2
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'threading'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17492, beam pos: 1
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'active_readers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17492, beam pos: 3
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'active_readers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17493, beam pos: 1
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'active_writers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17493, beam pos: 2
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'active_writers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17494, beam pos: 1
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_readers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17494, beam pos: 3
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_readers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17495, beam pos: 1
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_writers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17495, beam pos: 3
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_writers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17498, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_writers'
------------------------------------------------------------
500 examples so far ...
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17529, beam pos: 3
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_writers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17529, beam pos: 8
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: '0 0'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17533, beam pos: 9
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_readers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17535, beam pos: 1
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_readers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17535, beam pos: 3
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_readers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17535, beam pos: 8
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'waiting_readers'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17535, beam pos: 9
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'integer'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17547, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'six'
------------------------------------------------------------
550 examples so far ...
600 examples so far ...
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17604, beam pos: 3
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: 'startswith'
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17604, beam pos: 7
Traceback (most recent call last):
  File "/content/NL2code/decoder.py", line 20, in decode_python_dataset
    ast_tree = decode_tree_to_python_ast(cand.tree)
  File "/content/NL2code/lang/py/parse.py", line 157, in decode_tree_to_python_ast
    terminal.value = terminal.type(terminal.value)
ValueError: invalid literal for int() with base 10: ''
------------------------------------------------------------
Exception in converting tree to code:
------------------------------------------------------------
raw_id: 17604, beam pos: 8
